Myth Cloth Original Name,Base Name,Price (JPY),Price (JPY) Tax,Announcement (JPY),Preorder (JPY),Release (JPY),Distributor (MXN),Price (MXN),Preorder (MXN),Release (MXN),Link,Distribution,LineUp,Series,Group,Metal,OCE,Revival,Restock,PlainCloth,Broken,Golden,Gold,HK,Manga,Surplice,Set,Static,Anniversary,Remarks,Events,tags,Official Images,Other Images
DX Display Stage Set,DX Display Stage Set,"¥5,000","¥5,500",,,12/14/2013,,,,,https://tamashiiweb.com/item/10491,Stores,Myth Cloth,Saint Seiya,Accessories,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,10th anniversary,,,"https://imagizer.imageshack.com/img922/4903/BNXdlG.jpg,https://imagizer.imageshack.com/img922/1031/wK8ojW.jpg,https://imagizer.imageshack.com/img923/3848/kgtwjm.jpg",
Goddess Athena,Goddess Athena,"¥10,000","¥11,000",,,12/14/2013,DAM,,,,https://tamashiiweb.com/item/10489,Stores,Myth Cloth,Saint Seiya,God,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10|SAINT_CLOTH_MYTH,10th anniversary,,,"https://imagizer.imageshack.com/img922/9923/njuUHD.jpg,https://imagizer.imageshack.com/img922/8671/T2t1lV.jpg,https://imagizer.imageshack.com/img923/1100/ePo6aH.jpg,https://imagizer.imageshack.com/img924/6545/C6YOvT.jpg,https://imagizer.imageshack.com/img922/4376/Sk0Wkl.jpg,https://imagizer.imageshack.com/img924/1981/p6AEkS.jpg",
Phoenix Ikki ~Limited Gold~,Phoenix Ikki,"¥5,250","¥5,775",,,11/29/2013,,,,,,Tamashii Web Shop,Myth Cloth,Saint Seiya,Bronze Saint V1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/7324/kO7opJ.jpg,https://imagizer.imageshack.com/img924/5337/4mKDu4.jpg,https://imagizer.imageshack.com/img923/6674/HsBHV6.jpg,https://imagizer.imageshack.com/img924/8717/0xB8aW.jpg,https://imagizer.imageshack.com/img923/8660/SvqpWq.jpg,https://imagizer.imageshack.com/img923/1542/fqPZas.jpg,https://imagizer.imageshack.com/img922/2689/Y3H90w.jpg",
Pegasus Koga V2 Ω,Pegasus Koga,"¥6,500","¥7,150",,,11/23/2013,DAM,,,,https://tamashiiweb.com/item/10474,Stores,Myth Cloth,Saint Seiya Omega,Bronze Saint V2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/2802/tWbLMW.jpg,https://imagizer.imageshack.com/img923/3088/n7Q4Cz.jpg,https://imagizer.imageshack.com/img923/8200/4qsQAg.jpg,https://imagizer.imageshack.com/img924/9201/1TtZhF.jpg,https://imagizer.imageshack.com/img923/9756/degxGH.jpg",
Cygnus Hyoga (God Cloth) ~10th Anniversary Ver.~,Cygnus Hyoga,"¥7,500","¥8,250",,,11/23/2013,DAM,,,,https://tamashiiweb.com/item/10476,Stores,Myth Cloth,Saint Seiya,Bronze Saint V4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10|SAINT_CLOTH_MYTH,10th anniversary,,,"https://imagizer.imageshack.com/img922/3126/s69wsg.jpg,https://imagizer.imageshack.com/img924/2968/cD5Qbx.jpg,https://imagizer.imageshack.com/img923/237/lCF1dl.jpg,https://imagizer.imageshack.com/img922/5710/TZgtfb.jpg",
Libra Dohko EX,Libra Dohko,"¥8,000","¥8,800",,4/28/2013,10/26/2013,DAM,,,,https://tamashiiweb.com/item/10439,Stores,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/2789/Syh2QN.jpg,https://imagizer.imageshack.com/img924/3944/9KhXXG.jpg,https://imagizer.imageshack.com/img922/2516/TCR5gN.jpg,https://imagizer.imageshack.com/img922/5070/LO1iw2.jpg,https://imagizer.imageshack.com/img924/8593/qVPIht.jpg,https://imagizer.imageshack.com/img922/9962/8VlBaY.jpg",
Pegasus Seiya EX OCE,Pegasus Seiya,"¥8,400","¥9,240",,,10/26/2013,,,,,,Other Limited Edition,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/5427/nNPkEt.jpg,https://imagizer.imageshack.com/img924/361/C487n5.jpg,https://imagizer.imageshack.com/img923/1150/VCFg5M.jpg,https://imagizer.imageshack.com/img924/7656/86LB8H.jpg,https://imagizer.imageshack.com/img924/6638/kh61nU.jpg,https://imagizer.imageshack.com/img924/8052/JtFzjH.jpg",
Dragon Shiryu (God Cloth) ~10th Anniversary Ver.~,Dragon Shiryu,"¥7,500","¥8,250",,,10/19/2013,DAM,,,,https://tamashiiweb.com/item/10440,Stores,Myth Cloth,Saint Seiya,Bronze Saint V4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10|SAINT_CLOTH_MYTH,10th anniversary,,,"https://imagizer.imageshack.com/img922/8150/vSGygf.jpg,https://imagizer.imageshack.com/img923/8980/6LsIyt.jpg,https://imagizer.imageshack.com/img923/733/7iAcRV.jpg,https://imagizer.imageshack.com/img924/4223/qaUL4O.jpg,https://imagizer.imageshack.com/img923/9671/ItWsWx.jpg",
Pegasus Seiya (God Cloth) ~10th Anniversary Ver.~,Pegasus Seiya,"¥7,500","¥8,250",,,9/28/2013,DAM,,,,https://tamashiiweb.com/item/10400,Stores,Myth Cloth,Saint Seiya,Bronze Saint V4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10|SAINT_CLOTH_MYTH,10th anniversary,,,"https://imagizer.imageshack.com/img923/9758/jKPQSI.jpg,https://imagizer.imageshack.com/img924/9553/d0UEM1.jpg,https://imagizer.imageshack.com/img924/5555/m38LCr.jpg,https://imagizer.imageshack.com/img923/1392/Sj3NiO.jpg,https://imagizer.imageshack.com/img923/6164/SKwIwC.jpg",
Papillon Myu,Papillon Myu,"¥8,000","¥8,800",,4/25/2013,9/21/2013,DAM,,,,https://tamashiiweb.com/item/10353,Tamashii Web Shop,Myth Cloth,Saint Seiya,Specter,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/7176/ysBERL.jpg,https://imagizer.imageshack.com/img924/724/sd3Rl9.jpg,https://imagizer.imageshack.com/img923/627/MxpPdm.jpg,https://imagizer.imageshack.com/img924/2092/n9Jov9.jpg,https://imagizer.imageshack.com/img923/4191/E9mYnW.jpg",
Dragon Shiryu ~New Bronze Cloth~ EX,Dragon Shiryu,"¥6,000","¥6,600",,,8/24/2013,DAM,,,,https://tamashiiweb.com/item/10372,Stores,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/3059/95AwE4.jpg,https://imagizer.imageshack.com/img922/9011/2SHnrc.jpg,https://imagizer.imageshack.com/img924/5936/WNAWNW.jpg,https://imagizer.imageshack.com/img922/3874/ilD2s9.jpg,https://imagizer.imageshack.com/img923/4153/z0GIgf.jpg,https://imagizer.imageshack.com/img922/6425/PpRIKT.jpg,https://imagizer.imageshack.com/img923/1259/XIuCGJ.jpg,https://imagizer.imageshack.com/img924/740/SD2rwX.jpg",
Capricorn Shura EX,Capricorn Shura,"¥6,000","¥6,600",,,7/27/2013,DAM,,,,https://tamashiiweb.com/item/10343,Stores,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/8652/senkT2.jpg,https://imagizer.imageshack.com/img922/7734/2ydC8P.jpg,https://imagizer.imageshack.com/img923/6956/yBn441.jpg,https://imagizer.imageshack.com/img924/4081/HzVtdk.jpg,https://imagizer.imageshack.com/img922/6500/xqsZTR.jpg,https://imagizer.imageshack.com/img923/1599/fBgLux.jpg,https://imagizer.imageshack.com/img924/2563/TSJsyy.jpg,https://imagizer.imageshack.com/img922/6683/p7A76i.jpg,https://imagizer.imageshack.com/img922/6315/vVNsYz.jpg,https://imagizer.imageshack.com/img923/8623/9O2bZh.jpg,https://imagizer.imageshack.com/img923/2538/g07eqV.jpg",
Chamaleon June,Chamaleon June,"¥5,500","¥6,050",,1/25/2013,6/22/2013,DAM,,,,https://tamashiiweb.com/item/10275,Stores,Myth Cloth,Saint Seiya,Secondary Bronze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/2502/sg7sXe.jpg,https://imagizer.imageshack.com/img924/4346/l4IwLj.jpg,https://imagizer.imageshack.com/img923/8917/iKtGm9.jpg,https://imagizer.imageshack.com/img923/1116/MWRO4A.jpg,https://imagizer.imageshack.com/img924/5539/MZomCy.jpg,https://imagizer.imageshack.com/img922/8320/7doaQy.jpg",
Andromeda Shun ~Limited Gold~,Andromeda Shun,"¥5,000","¥5,500",,,5/31/2013,,,,,,Tamashii Web Shop,Myth Cloth,Saint Seiya,Bronze Saint V1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/9566/tzNMos.jpg,https://imagizer.imageshack.com/img922/1015/lLZHVJ.jpg,https://imagizer.imageshack.com/img922/6494/hR5hZA.jpg,https://imagizer.imageshack.com/img923/2772/vl1F1H.jpg",
Effect Parts Set (Phoenix Ikki - Virgo Shaka) EX,Effect Parts Set (Phoenix Ikki - Virgo Shaka),"¥3,200","¥3,520",,11/15/2012,5/25/2013,,,,,https://tamashiiweb.com/item/10215,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,"https://imagizer.imageshack.com/img923/8031/5gBevH.jpg,https://imagizer.imageshack.com/img924/996/E0NSXc.jpg,https://imagizer.imageshack.com/img922/1888/dlBseH.jpg,https://imagizer.imageshack.com/img922/5708/PxC0hl.jpg,https://imagizer.imageshack.com/img923/6831/yrbuyz.jpg,https://imagizer.imageshack.com/img922/3986/VtvLdn.jpg,https://imagizer.imageshack.com/img922/6388/OHbhBL.jpg,https://imagizer.imageshack.com/img922/9112/QxJbXo.jpg",
Cancer DeathMask EX,Cancer DeathMask,"¥6,000","¥6,600",,,4/27/2013,DAM,,,,https://tamashiiweb.com/item/10257,Stores,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/8291/TK6hTq.jpg,https://imagizer.imageshack.com/img922/1560/YGm58B.jpg,https://imagizer.imageshack.com/img922/6258/Vgi7ww.jpg,https://imagizer.imageshack.com/img922/7452/yVnEQg.jpg,https://imagizer.imageshack.com/img924/4715/1kyV7p.jpg,https://imagizer.imageshack.com/img924/4259/LC3P37.jpg,https://imagizer.imageshack.com/img923/5820/STwDWV.jpg,https://imagizer.imageshack.com/img924/3569/YMSCw0.jpg",
Cygnus Hyoga ~Limited Gold~,Cygnus Hyoga,"¥5,000","¥5,500",,,2/26/2013,,,,,,Tamashii Web Shop,Myth Cloth,Saint Seiya,Bronze Saint V1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/6555/eS8va8.jpg,https://imagizer.imageshack.com/img924/211/Sz23qB.jpg,https://imagizer.imageshack.com/img924/4716/56eL7D.jpg,https://imagizer.imageshack.com/img923/3141/CoHCs9.jpg",
Pisces Aphrodite EX,Pisces Aphrodite,"¥6,000","¥6,600",,,2/23/2013,DAM,"$1,030",,,https://tamashiiweb.com/item/10189,Stores,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/5179/F4M63V.jpg,https://imagizer.imageshack.com/img923/736/FaQjrv.jpg,https://imagizer.imageshack.com/img923/1511/OirPwb.jpg,https://imagizer.imageshack.com/img922/8821/yEJmNN.jpg,https://imagizer.imageshack.com/img923/1160/1W25a4.jpg,https://imagizer.imageshack.com/img922/7717/RFBSN6.jpg,https://imagizer.imageshack.com/img922/1989/kBKQfB.jpg",
Gemini Kanon EX,Gemini Kanon,"¥6,190","¥6,809",,10/31/2012,10/31/2012,,,,,https://tamashiiweb.com/item/10202,Tamashii Nations,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,This figure was sold exclusively as a commemorative item at TAMASHII NATION 2012,,,"https://imagizer.imageshack.com/img923/8728/TAOhY6.jpg,https://imagizer.imageshack.com/img922/3650/BsZCjC.jpg,https://imagizer.imageshack.com/img924/950/IlHXln.jpg,https://imagizer.imageshack.com/img924/2266/BGVEpX.jpg,https://imagizer.imageshack.com/img923/4086/8YpdqK.jpg,https://imagizer.imageshack.com/img923/2347/rbyi0Z.jpg,https://imagizer.imageshack.com/img924/822/Xsa4xU.jpg",
Andromeda Shun ~New Bronze Cloth~ EX,Andromeda Shun,"¥6,000","¥6,600",,,1/26/2013,DAM,,,,https://tamashiiweb.com/item/10153,Stores,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/5662/Fpl2e7.jpg,https://imagizer.imageshack.com/img923/1695/FCbruS.jpg,https://imagizer.imageshack.com/img924/5539/R5sPXY.jpg,https://imagizer.imageshack.com/img922/5140/Mv5KNh.jpg,https://imagizer.imageshack.com/img924/3858/lKhi6H.jpg,https://imagizer.imageshack.com/img923/792/bT0adO.jpg,https://imagizer.imageshack.com/img922/8906/398Ceh.jpg,https://imagizer.imageshack.com/img924/9449/6AGQSy.jpg,https://imagizer.imageshack.com/img924/7907/8LdSdM.jpg,https://imagizer.imageshack.com/img922/9661/9oUgwD.jpg",
Pegasus Koga V1 Ω,Pegasus Koga,"¥3,800","¥4,180",,,12/27/2012,DAM,,,,https://tamashiiweb.com/item/10130,Stores,Figuarts,Saint Seiya Omega,Bronze Saint V1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/6035/oCoWL8.jpg,https://imagizer.imageshack.com/img922/4274/xELm5W.jpg,https://imagizer.imageshack.com/img923/2521/8s4FcB.jpg,https://imagizer.imageshack.com/img924/2299/ldkyZK.jpg,https://imagizer.imageshack.com/img923/9457/yM216K.jpg,https://imagizer.imageshack.com/img924/2412/t1UV2D.jpg,https://imagizer.imageshack.com/img922/6821/ft9CM4.jpg,https://imagizer.imageshack.com/img924/9341/Atq9Zy.jpg",
Effect Parts Set (Pegasus - Sagittarius) EX,Effect Parts Set (Pegasus - Sagittarius),"¥3,200","¥3,520",,7/13/2012,12/25/2012,,,,,https://tamashiiweb.com/item/10074,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,"https://imagizer.imageshack.com/img922/1838/Fcjqya.jpg,https://imagizer.imageshack.com/img924/5870/iI2FN5.jpg,https://imagizer.imageshack.com/img922/7099/GEUGXH.jpg,https://imagizer.imageshack.com/img924/5994/aqyBqF.jpg,https://imagizer.imageshack.com/img922/5334/ZXgiKU.jpg",
Mermaid Thetis,Mermaid Thetis,"¥5,500","¥6,050",,,12/15/2012,DAM,,,,https://tamashiiweb.com/item/10136,Stores,Myth Cloth,Saint Seiya,Poseidon Scale,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/8500/WDgtNO.jpg,https://imagizer.imageshack.com/img923/7277/ntrW1W.jpg,https://imagizer.imageshack.com/img924/1880/gcEjeL.jpg,https://imagizer.imageshack.com/img922/6674/b7r76s.jpg,https://imagizer.imageshack.com/img924/2825/1cX4vL.jpg,https://imagizer.imageshack.com/img922/443/FXfiWV.jpg",
Phoenix Ikki ~New Bronze Cloth~ EX,Phoenix Ikki,"¥6,000","¥6,600",,,11/17/2012,DAM,,,,https://tamashiiweb.com/item/10041,Stores,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/9092/EA9NbO.jpg,https://imagizer.imageshack.com/img922/7259/MRF5oV.jpg,https://imagizer.imageshack.com/img922/7055/OEwvKn.jpg,https://imagizer.imageshack.com/img924/6438/UuQue4.jpg,https://imagizer.imageshack.com/img922/673/WVF6l2.jpg,https://imagizer.imageshack.com/img923/7682/suPzJV.jpg,https://imagizer.imageshack.com/img923/1601/8Rp5Oj.jpg",
Virgo Shaka EX,Virgo Shaka,"¥6,500","¥7,150",,,10/27/2012,DAM,,,,https://tamashiiweb.com/item/1785,Stores,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/411/kBzY5n.jpg,https://imagizer.imageshack.com/img922/9084/fVl2KG.jpg,https://imagizer.imageshack.com/img924/1623/5H0hot.jpg,https://imagizer.imageshack.com/img922/1341/hZxl7G.jpg,https://imagizer.imageshack.com/img924/7246/74XviB.jpg,https://imagizer.imageshack.com/img924/676/JFISVP.jpg,https://imagizer.imageshack.com/img923/8403/SH07Ej.jpg,https://imagizer.imageshack.com/img922/1356/O01V23.jpg,https://imagizer.imageshack.com/img922/6254/i0NB8m.jpg",
Sea Emperor Poseidon Crown,Sea Emperor Poseidon,"¥25,000","¥27,500",,,9/15/2012,,,,,https://tamashiiweb.com/item/1767,Stores,Saint Cloth Crown,Saint Seiya,Poseidon Scale,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/5332/cXl23c.jpg,https://imagizer.imageshack.com/img924/7100/OszRtj.jpg,https://imagizer.imageshack.com/img923/7124/hP5YK8.jpg,https://imagizer.imageshack.com/img922/7062/RkiSA6.jpg,https://imagizer.imageshack.com/img924/4945/dAhpDN.jpg,https://imagizer.imageshack.com/img923/4923/xrMxpJ.jpg,https://imagizer.imageshack.com/img923/5503/qiyFDp.jpg,https://imagizer.imageshack.com/img923/9355/mKlmv2.jpg,https://imagizer.imageshack.com/img924/2720/I7LLk8.jpg",
Perseus Argol (Surplice),Perseus Argol,"¥5,500","¥6,050",,4/20/2012,8/25/2012,,,,,https://tamashiiweb.com/item/10105,Tamashii Web Shop,Myth Cloth,Saint Seiya,Surplice Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/2851/NnjTdD.jpg,https://imagizer.imageshack.com/img922/1166/Ktz9ii.jpg,https://imagizer.imageshack.com/img924/8863/8TxE1D.jpg,https://imagizer.imageshack.com/img924/9062/IPVnKK.jpg,https://imagizer.imageshack.com/img922/5476/9iGLna.jpg,https://imagizer.imageshack.com/img924/610/ft8CJ6.jpg,https://imagizer.imageshack.com/img923/7423/rJuolY.jpg",
Sagittarius Aiolos EX,Sagittarius Aiolos,"¥6,500","¥7,150",,,8/25/2012,DAM,,,,https://tamashiiweb.com/item/1743,Stores,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/397/TzXGrX.jpg,https://imagizer.imageshack.com/img922/6631/3J7hFo.jpg,https://imagizer.imageshack.com/img922/3929/T8iytH.jpg,https://imagizer.imageshack.com/img922/8417/5auxJF.jpg,https://imagizer.imageshack.com/img922/3660/bu6ujh.jpg,https://imagizer.imageshack.com/img922/9548/WzdqSl.jpg,https://imagizer.imageshack.com/img924/8035/thKdr9.jpg,https://imagizer.imageshack.com/img923/1618/u0o8ZU.jpg,https://imagizer.imageshack.com/img923/2610/6jTCIV.jpg,https://imagizer.imageshack.com/img924/628/ZkrpU0.jpg,https://imagizer.imageshack.com/img922/4475/UlRhHU.jpg",
Pegasus Seiya ~New Bronze Cloth~ EX,Pegasus Seiya,"¥6,000","¥6,600",,,6/30/2012,DAM,,,,https://tamashiiweb.com/item/1720,Stores,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/633/LambA3.jpg,https://imagizer.imageshack.com/img924/1918/bw4uL9.jpg,https://imagizer.imageshack.com/img924/8607/lPtoin.jpg,https://imagizer.imageshack.com/img924/6401/flMEVO.jpg,https://imagizer.imageshack.com/img924/8437/a5kUyC.jpg,https://imagizer.imageshack.com/img923/3720/x3pbuF.jpg,https://imagizer.imageshack.com/img924/7017/dBDLht.jpg,https://imagizer.imageshack.com/img923/8140/eN35xf.jpg,https://imagizer.imageshack.com/img922/8281/CKMwtk.jpg",
Dragon Shiryu ~Limited Gold~,Dragon Shiryu,"¥5,000","¥5,500",,,6/12/2012,,,,,,Tamashii Web Shop,Myth Cloth,Saint Seiya,Bronze Saint V1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/1991/NUhSIY.jpg,https://imagizer.imageshack.com/img922/6415/1HrPer.jpg,https://imagizer.imageshack.com/img924/9151/NRKZXN.jpg,https://imagizer.imageshack.com/img923/5495/1eURVJ.jpg",
Eagle Marin,Eagle Marin,"¥5,000","¥5,500",,,5/19/2012,DAM,,,,https://tamashiiweb.com/item/1706,Stores,Myth Cloth,Saint Seiya,Silver Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/1086/mZhNfZ.jpg,https://imagizer.imageshack.com/img924/7838/CV6xXX.jpg,https://imagizer.imageshack.com/img924/9293/Wo9Dhp.jpg,https://imagizer.imageshack.com/img924/800/tiTs0d.jpg,https://imagizer.imageshack.com/img923/794/wolCzQ.jpg,https://imagizer.imageshack.com/img924/4219/VX6BeO.jpg",
Leo Aiolia EX (Restock),Leo Aiolia,"¥6,000","¥6,600",,,4/28/2012,,,,,https://tamashiiweb.com/item/1576,Stores,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/9826/OLPFTb.jpg,https://imagizer.imageshack.com/img922/1567/SWLMK2.jpg,https://imagizer.imageshack.com/img922/7659/14wGA9.jpg,https://imagizer.imageshack.com/img923/3038/hubb1Q.jpg,https://imagizer.imageshack.com/img923/1552/21823e.jpg,https://imagizer.imageshack.com/img924/5295/4A34VQ.jpg,https://imagizer.imageshack.com/img923/7695/k3bL6F.jpg,https://imagizer.imageshack.com/img924/3329/mH2yCB.jpg",
Lizard Misty <Appendix>,Lizard Misty,"¥4,000","¥4,400",,12/7/2011,4/27/2012,,,,,https://tamashiiweb.com/item/11571,Tamashii Web Shop,Appendix,Saint Seiya,Silver Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/3478/2B0ZIS.jpg,https://imagizer.imageshack.com/img922/9665/Yt3LXF.jpg,https://imagizer.imageshack.com/img924/2221/TlGDrK.jpg,https://imagizer.imageshack.com/img922/2277/TNhuWg.jpg,https://imagizer.imageshack.com/img924/4808/I5JjhB.jpg,https://imagizer.imageshack.com/img924/5549/Co5qoU.jpg,https://imagizer.imageshack.com/img924/3908/FXqFij.jpg,https://imagizer.imageshack.com/img924/6834/btIVwt.jpg",
Scorpio Milo EX,Scorpio Milo,"¥6,000","¥6,600",,,4/21/2012,DAM,,,,https://tamashiiweb.com/item/1688,Stores,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/3613/sixr2M.jpg,https://imagizer.imageshack.com/img924/3966/1wIH8j.jpg,https://imagizer.imageshack.com/img922/1379/Zx4cIb.jpg,https://imagizer.imageshack.com/img923/773/wyKQX2.jpg,https://imagizer.imageshack.com/img924/3310/8DcANp.jpg,https://imagizer.imageshack.com/img924/1471/4Pulh8.jpg,https://imagizer.imageshack.com/img923/8221/WS05KE.jpg",
Harpy Valentine,Harpy Valentine,"¥5,500","¥6,050",,,2/11/2012,DAM,,,,https://tamashiiweb.com/item/1663,Stores,Myth Cloth,Saint Seiya,Specter,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/783/w7aRti.jpg,https://imagizer.imageshack.com/img923/833/62HZil.jpg,https://imagizer.imageshack.com/img922/9803/RqW7FW.jpg,https://imagizer.imageshack.com/img922/9800/i07RkU.jpg,https://imagizer.imageshack.com/img924/4297/kmEsdV.jpg",
